Drug ID,Drug Name,Synonyms,Target,Target Pathway,Selleckchem Cat#,CAS number,PubCHEM,Others,entropy,max_conc,log2_max_conc,num_cl,num_cl_hn,log2_median_ic50,median_ic50,median_ic50_3f,log2_median_ic50_3f,median_ic50_9f,log2_median_ic50_9f,log2_median_ic50_hn,median_ic50_hn,median_ic50_3f_hn,log2_median_ic50_3f_hn,median_ic50_9f_hn,log2_median_ic50_9f_hn,num_sensitive,num_sensitive_hn
1001,AICA Ribonucleotide,"AICAR, N1-(b-D-Ribofuranosyl)-5-aminoimidazole-4-carboxamide",AMPK agonist,Metabolism,S1802,2627-69-2,65110,,6.03427221541947,2000.0,10.965784284662087,883,33,10.861657214800001,1860.7354181170626,620.2451393723543,9.276694714078843,206.74837979078475,7.691732213357688,9.939784273839999,982.139587896068,327.37986263202265,8.354821773118843,109.12662087734087,6.769859272397688,476,27
1003,Camptothecin,"7-Ethyl-10-Hydroxy-Camptothecin, SN-38, Irinotecan, Camptothecin-11, Camptosar",TOP1,DNA replication,S1288,7689-03-4,104842,"(SN-38, S4908, 86639-52-3) (Irinotecan, S1198, 97682-44-5)",4.609529641812281,0.1,-3.3219280948873617,890,33,-5.793488098665001,0.01802960876351594,0.006009869587838647,-7.378450599386157,0.0020032898626128823,-8.963413100107312,-7.5874910282000005,0.005199212985867895,0.0017330709952892984,-9.172453528921157,0.0005776903317630995,-10.757416029642313,688,30
1004,Vinblastine,Velban,Microtubule destabiliser,Mitosis,S1248,143-67-9,6710780,,4.297121590610695,0.1,-3.3219280948873617,891,34,-6.119126027180001,0.014386644713054718,0.004795548237684907,-7.704088527901157,0.001598516079228302,-9.289051028622316,-7.1509821056249985,0.007036227740418207,0.002345409246806069,-8.735944606346155,0.0007818030822686898,-10.320907107067312,753,33
1006,Cytarabine,"Ara-Cytidine, Arabinosyl Cytosine, U-19920",Antimetabolite,DNA replication,S1648,147-94-4,6253,,6.646593859560977,2.0,1.0,887,34,0.55315447033,1.4672904395329234,0.4890968131776411,-1.0318080303911559,0.1630322710592137,-2.6167705311123126,-1.342631880305,0.3943006844010018,0.1314335614670006,-2.9275943810261564,0.04381118715566687,-4.5125568817473125,508,25
1007,Docetaxel,"RP-56976, Taxotere",Microtubule stabiliser,Mitosis,S1148,114977-28-5,148124,,4.220984091365114,0.0125,-6.321928094887363,891,34,-7.188990291869999,0.0068532769661373795,0.0022844256553791265,-8.773952792591155,0.0007614752184597088,-10.358915293312313,-9.792997902885,0.0011272334915997386,0.0003757444971999129,-11.377960403606155,0.0001252481657333043,-12.96292290432731,584,32
1010,Gefitinib,"ZD-1839, Iressa",EGFR,EGFR signaling,S1025,184475-35-2,123631,184475-55-6 (HCl),7.367818348603837,0.5,-1.0,887,34,4.97891836932,31.535794370873475,10.511931456957825,3.393955868598844,3.5039771523192753,1.8089933678776866,-1.37496878823,0.3855610476245514,0.1285203492081838,-2.9599312889511564,0.04284011640272793,-4.5448937896723125,63,18
1012,Vorinostat,"Zolinza, SAHA, suberanilohydroxamic acid, suberoylanilide hydroxamic acid, MK-0683","HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,S1047,149647-78-9,5311,,6.279017668577397,10.0,3.3219280948873617,892,34,1.237642943955,2.358129493189524,0.7860431643965078,-0.34731955676615617,0.2620143881321693,-1.9322820574873123,0.711127478002,1.6370830111117665,0.5456943370372555,-0.8738350227191561,0.18189811234575184,-2.4587975234403125,834,32
1014,Refametinib,"RDEA119, BAY-86-9766, BAY 869766","MEK1, MEK2",ERK MAPK signaling,S1089,923032-37-5,44182295,,7.298137415779553,5.0,2.3219280948873617,878,35,2.72278060871,6.601439307893566,2.2004797692978557,1.1378181079888436,0.7334932564326184,-0.4471443927323124,0.7807003569230001,1.7179646571543024,0.5726548857181007,-0.8042621437981562,0.1908849619060336,-2.389224644519312,378,23
1015,CI-1040,"CI 1040, PD-18435, PD-184352, 212631-79-3","MEK1, MEK2",ERK MAPK signaling,S1020,212631-79-3,6918454,,7.2481192334866655,10.0,3.3219280948873617,879,33,3.3680576956,10.324912824547633,3.4416376081825444,1.7830951948788438,1.1472125360608478,0.1981326941576876,2.44407522106,5.441767131969359,1.8139223773231197,0.8591127203388436,0.6046407924410399,-0.7258497803823125,431,21
1016,Temsirolimus,"CCI-779, Torisel",MTOR,PI3K/MTOR signaling,S1044,162635-04-3,6918289,,6.5190554494065545,0.2,-2.3219280948873617,877,31,-1.16152245201,0.4470405320430656,0.14901351068102187,-2.7464849527311563,0.04967117022700729,-4.331447453452312,-1.9031283310099998,0.2673629883667201,0.08912099612224003,-3.488090831731156,0.029706998707413338,-5.0730533324523135,300,14
